2013-12-16,53.27,54.50,52.91,53.81,85118518
2013-12-13,51.61,53.50,51.34,53.32,82640992
2013-12-12,51.03,52.07,50.66,51.83,92723034
2013-12-11,50.56,50.77,49.01,49.38,65776366
2013-12-10,48.62,50.77,48.54,50.24,68478561
2013-12-09,48.06,48.97,47.74,48.84,36055891
2013-12-06,48.98,49.39,47.71,47.94,42937659
2013-12-05,48.15,48.70,47.87,48.34,43855036
2013-12-04,46.46,48.77,46.26,48.62,60890176
2013-12-03,46.75,47.20,46.29,46.73,32085905
2013-12-02,46.90,47.54,46.26,47.06,50773647
2013-11-29,46.75,47.21,46.50,47.01,22953916
2013-11-27,45.97,46.67,45.53,46.49,44993195
2013-11-26,44.66,46.17,43.55,45.89,82016490
2013-11-25,46.36,46.65,44.04,44.82,82565324
2013-11-22,47.04,47.27,45.96,46.23,40545375
2013-11-21,46.99,47.46,46.68,46.70,34886170
2013-11-20,46.61,47.55,46.31,46.43,53932698
2013-11-19,46.26,47.00,45.72,46.36,75602413
2013-11-18,48.47,48.84,45.80,45.83,85909884
2013-11-15,49.11,49.48,48.71,49.01,42452937
2013-11-14,48.70,49.57,48.03,48.99,75117049
2013-11-13,46.23,48.74,46.06,48.71,79245346
2013-11-12,46.00,47.37,45.83,46.60,68195832
2013-11-11,47.04,47.53,45.73,46.20,80909626
2013-11-08,47.81,48.65,47.25,47.53,70731178
2013-11-07,49.24,49.87,47.30,47.56,97127618
2013-11-06,50.26,50.45,48.71,49.12,67889337
2013-11-05,47.79,50.18,47.51,50.10,76835006
2013-11-04,49.36,49.75,48.02,48.22,80371218
2013-11-01,50.85,52.09,49.72,49.75,95032876
2013-10-31,47.16,52.00,46.50,50.20,248809006
2013-10-30,50.00,50.21,48.75,49.01,127072652
2013-10-29,50.73,50.79,49.25,49.40,102143469
2013-10-28,51.54,51.70,49.61,50.23,73472347
2013-10-25,53.18,53.24,51.88,51.95,45085348
2013-10-24,52.38,52.84,51.59,52.44,46775185
2013-10-23,51.75,52.25,51.13,51.90,57207154
2013-10-22,54.33,54.76,52.20,52.68,83203892
2013-10-21,54.68,54.81,53.51,53.85,58235283
2013-10-18,54.18,54.82,53.60,54.22,88260093
2013-10-17,51.12,52.22,50.95,52.21,71521899
2013-10-16,50.04,51.24,49.90,51.14,64678247
2013-10-15,49.99,51.00,49.18,49.50,81166571
2013-10-14,48.31,49.63,47.91,49.51,68780552
2013-10-11,49.18,49.87,48.79,49.11,58428451
2013-10-10,47.86,49.68,47.83,49.05,99773784
2013-10-09,47.38,47.84,45.26,46.77,147296862
2013-10-08,50.60,50.60,47.08,47.14,136081330
2013-10-07,50.73,51.29,50.40,50.52,57203957
2013-10-04,49.77,51.16,49.57,51.04,74446947
2013-10-03,50.47,50.72,49.06,49.18,82045323
2013-10-02,50.13,51.10,49.95,50.28,62834429
2013-10-01,49.97,51.03,49.45,50.42,98113699
2013-09-30,50.14,51.60,49.80,50.23,100095417
2013-09-27,50.29,51.28,49.86,51.24,81410460
2013-09-26,50.01,50.60,49.50,50.39,98220046
2013-09-25,49.23,49.54,48.46,49.46,87879619
2013-09-24,48.50,49.66,48.16,48.45,136716101
2013-09-23,47.28,47.55,46.29,47.19,75319202
2013-09-20,46.32,47.60,45.74,47.49,115508400
2013-09-19,45.51,46.05,45.23,45.98,63972369
2013-09-18,44.84,45.47,44.40,45.23,79316945
2013-09-17,42.50,45.44,42.43,45.07,91934557
2013-09-16,44.85,44.94,42.43,42.51,70807761
2013-09-13,45.04,45.08,43.93,44.31,52765299
2013-09-12,45.53,45.62,44.65,44.75,68072239
2013-09-11,43.39,45.09,43.11,45.04,71676653
2013-09-10,44.24,44.26,43.23,43.60,54540282
2013-09-09,44.36,44.79,43.70,44.04,75794696
2013-09-06,43.09,44.61,42.40,43.95,117535626
2013-09-05,41.79,42.76,41.77,42.66,50035380
2013-09-04,42.01,42.17,41.44,41.78,42581854
2013-09-03,41.84,42.16,41.51,41.87,48774896
2013-08-30,42.02,42.26,41.06,41.29,67735053
2013-08-29,40.89,41.78,40.80,41.28,58303395
2013-08-28,39.96,40.85,39.88,40.55,57918194
2013-08-27,40.68,41.20,39.42,39.64,72695050
2013-08-26,40.90,41.94,40.62,41.34,94162358
2013-08-23,39.00,40.63,38.93,40.55,86442283
2013-08-22,38.37,38.75,38.34,38.55,21931163
2013-08-21,38.38,38.85,38.14,38.32,46116868
2013-08-20,38.35,38.58,37.69,38.41,57995140
2013-08-19,37.43,38.28,37.14,37.81,57609591
2013-08-16,36.97,37.49,36.90,37.08,45840714
2013-08-15,36.36,37.07,36.02,36.56,56521095
2013-08-14,36.83,37.55,36.62,36.65,48423890
2013-08-13,38.24,38.32,36.77,37.02,65379198
2013-08-12,38.20,38.50,38.10,38.22,31160951
2013-08-09,38.59,38.74,38.01,38.50,43620024
2013-08-08,39.13,39.19,38.43,38.54,41300906
2013-08-07,38.61,38.94,37.70,38.87,68854764
2013-08-06,39.11,39.25,37.94,38.55,63950791
2013-08-05,38.43,39.32,38.25,39.19,79994774
2013-08-02,37.66,38.49,37.50,38.05,73058424
2013-08-01,37.30,38.29,36.92,37.49,106066472
2013-07-31,37.96,38.31,36.33,36.80,154828679
2013-07-30,35.65,37.96,35.32,37.63,173582710
2013-07-29,34.07,35.63,34.01,35.43,124884870
2013-07-26,33.77,34.73,33.56,34.01,136028897
2013-07-25,33.54,34.88,32.75,34.36,365935212
2013-07-24,26.32,26.53,26.05,26.51,82635587
2013-07-23,26.10,26.30,25.97,26.13,28221534
2013-07-22,25.99,26.13,25.72,26.04,27526213
2013-07-19,25.82,26.11,25.60,25.88,46544938
2013-07-18,26.75,26.77,26.12,26.18,24806825
2013-07-17,26.37,26.78,26.30,26.65,21518463
2013-07-16,26.39,26.75,26.01,26.32,30817554
2013-07-15,25.93,26.43,25.65,26.28,24233957
2013-07-12,25.74,25.93,25.55,25.91,16537840
2013-07-11,25.96,26.00,25.45,25.81,26777354
2013-07-10,25.58,25.83,25.47,25.80,26721794
2013-07-09,25.07,25.49,25.03,25.48,30387889
2013-07-08,24.47,25.04,24.42,24.71,27073983
2013-07-05,24.65,24.66,24.20,24.37,20229451
2013-07-03,24.22,24.71,24.15,24.52,10404332
2013-07-02,24.70,24.77,24.30,24.41,18394008
2013-07-01,24.97,25.06,24.62,24.81,20582195
2013-06-28,24.68,24.98,24.42,24.88,96778879
2013-06-27,24.24,24.84,24.21,24.66,34694013
2013-06-26,24.51,24.65,23.99,24.16,29890205
2013-06-25,24.14,24.43,24.04,24.25,24719988
2013-06-24,23.95,24.11,23.38,23.94,40625948
2013-06-21,24.59,24.70,24.05,24.53,45826173
2013-06-20,24.28,24.74,23.65,23.90,42765586
2013-06-19,24.20,25.19,24.10,24.31,31790525
2013-06-18,24.09,24.69,24.08,24.21,36709004
2013-06-17,23.91,24.25,23.75,24.02,33664419
2013-06-14,23.56,23.89,23.26,23.63,30561387
2013-06-13,23.72,23.83,23.26,23.73,31189247
2013-06-12,24.16,24.26,23.58,23.77,26445790
2013-06-11,24.03,24.35,24.00,24.03,29676383
